User,Item,Rating
26,Nohut,4.0
26,Türlü,3.0
26,Ispanak,2.0
26,Taze Fasulye,3.0
26,Bamya,3.0
26,Dana Rosto,4.0
26,Pirinç Pilavı,4.0
26,Patates Kızartması,4.0
26,Bulgur Pilavı,3.0
26,Cacık,4.0
26,Çoban Salata,3.0
26,Yoğurt,4.0
26,Pırasa,3.0
26,İrmik Helvası,4.0
26,Turşu,4.0
26,Sütlaç,3.0
26,Kadayıf,4.0
26,Kola,3.0
26,Ayran,3.0
26,Fanta,2.0
26,Su,4.0
27,Mercimek Çorbası,3.0
27,Ezogelin Çorbası,4.0
27,Şehriye Çorbası,3.0
27,Yayla Çorbası,3.0
27,Kuzu Etli Çorba,2.0
27,Tas Kebabı,5.0
27,Kuzu Şiş,5.0
27,Kabak Graten,3.0
27,Kabak Dolması,3.0
27,Köfte,4.0
27,Tavuk Biftek,4.0
27,Tavuk Sote,5.0
27,Karnıyarık,3.0
27,Kuru Fasulye,5.0
27,Patlıcan Musakka,3.0
27,Bezelye,4.0
27,Tavuk Kanat,3.0
27,Nohut,3.0
27,Türlü,3.0
27,Ispanak,1.0
27,Taze Fasulye,1.0
27,Bamya,1.0
27,Dana Rosto,0
27,Pirinç Pilavı,4.0
27,Patates Kızartması,4.0
27,Bulgur Pilavı,3.0
27,Cacık,4.0
27,Çoban Salata,2.0
27,Yoğurt,1.0
27,Pırasa,1.0
27,İrmik Helvası,3.0
27,Turşu,3.0
27,Sütlaç,4.0
27,Kadayıf,4.0
27,Kola,4.0
27,Ayran,2.0
27,Fanta,3.0
27,Su,3.0
28,Mercimek Çorbası,5.0
28,Ezogelin Çorbası,2.0
28,Şehriye Çorbası,3.0
28,Yayla Çorbası,3.0
28,Kuzu Etli Çorba,0
28,Tas Kebabı,4.0
28,Kuzu Şiş,5.0
28,Kabak Graten,1.0
28,Kabak Dolması,2.0
28,Köfte,5.0
28,Tavuk Biftek,5.0
28,Tavuk Sote,5.0
28,Karnıyarık,5.0
28,Kuru Fasulye,5.0
28,Patlıcan Musakka,4.0
28,Bezelye,1.0
28,Tavuk Kanat,5.0
28,Nohut,5.0
28,Türlü,2.0
28,Ispanak,4.0
28,Taze Fasulye,4.0
28,Bamya,1.0
28,Dana Rosto,5.0
28,Pirinç Pilavı,5.0
28,Patates Kızartması,5.0
28,Bulgur Pilavı,5.0
28,Cacık,4.0
28,Çoban Salata,5.0
28,Yoğurt,5.0
28,Pırasa,3.0
28,İrmik Helvası,5.0
28,Turşu,4.0
28,Sütlaç,5.0
28,Kadayıf,5.0
28,Kola,1.0
28,Ayran,5.0
28,Fanta,4.0
28,Su,5.0
29,Mercimek Çorbası,4.0
29,Ezogelin Çorbası,2.0
29,Şehriye Çorbası,3.0
29,Yayla Çorbası,2.0
29,Kuzu Etli Çorba,4.0
29,Tas Kebabı,5.0
29,Kuzu Şiş,5.0
29,Kabak Graten,2.0
29,Kabak Dolması,3.0
29,Köfte,4.0
29,Tavuk Biftek,5.0
29,Tavuk Sote,4.0
29,Karnıyarık,2.0
29,Kuru Fasulye,3.0
29,Patlıcan Musakka,2.0
29,Bezelye,3.0
29,Tavuk Kanat,5.0
29,Nohut,3.0
29,Türlü,0
29,Ispanak,1.0
29,Taze Fasulye,5.0
29,Bamya,1.0
29,Dana Rosto,5.0
29,Pirinç Pilavı,4.0
29,Patates Kızartması,5.0
29,Bulgur Pilavı,5.0
29,Cacık,3.0
29,Çoban Salata,4.0
29,Yoğurt,5.0
29,Pırasa,2.0
29,İrmik Helvası,2.0
29,Turşu,3.0
29,Sütlaç,4.0
29,Kadayıf,3.0
29,Kola,4.0
29,Ayran,5.0
29,Fanta,4.0
29,Su,2.0
30,Mercimek Çorbası,4.0
30,Ezogelin Çorbası,4.0
30,Şehriye Çorbası,3.0
30,Yayla Çorbası,5.0
30,Kuzu Etli Çorba,0
30,Tas Kebabı,5.0
30,Kuzu Şiş,5.0
30,Kabak Graten,0
30,Kabak Dolması,0
30,Köfte,5.0
30,Tavuk Biftek,4.0
30,Tavuk Sote,4.0
30,Karnıyarık,2.0
30,Kuru Fasulye,2.0
30,Patlıcan Musakka,1.0
30,Bezelye,3.0
30,Tavuk Kanat,4.0
30,Nohut,4.0
30,Türlü,2.0
30,Ispanak,3.0
30,Taze Fasulye,3.0
30,Bamya,1.0
30,Dana Rosto,4.0
30,Pirinç Pilavı,3.0
30,Patates Kızartması,4.0
30,Bulgur Pilavı,4.0
30,Cacık,5.0
30,Çoban Salata,5.0
30,Yoğurt,4.0
30,Pırasa,2.0
30,İrmik Helvası,2.0
30,Turşu,4.0
30,Sütlaç,5.0
30,Kadayıf,0
30,Kola,4.0
30,Ayran,3.0
30,Fanta,3.0
30,Su,5.0
31,Mercimek Çorbası,3.0
31,Ezogelin Çorbası,3.0
31,Şehriye Çorbası,2.0
31,Yayla Çorbası,2.0
31,Kuzu Etli Çorba,3.0
31,Tas Kebabı,3.0
31,Kuzu Şiş,4.0
31,Kabak Graten,2.0
31,Kabak Dolması,2.0
31,Köfte,4.0
31,Tavuk Biftek,3.0
31,Tavuk Sote,3.0
31,Karnıyarık,4.0
31,Kuru Fasulye,2.0
31,Patlıcan Musakka,4.0
31,Bezelye,1.0
31,Tavuk Kanat,2.0
31,Nohut,2.0
31,Türlü,2.0
31,Ispanak,2.0
31,Taze Fasulye,2.0
31,Bamya,3.0
31,Dana Rosto,4.0
31,Pirinç Pilavı,2.0
31,Patates Kızartması,4.0
31,Bulgur Pilavı,2.0
31,Cacık,2.0
31,Çoban Salata,3.0
31,Yoğurt,3.0
31,Pırasa,4.0
31,İrmik Helvası,3.0
31,Turşu,3.0
31,Sütlaç,3.0
31,Kadayıf,3.0
31,Kola,1.0
31,Ayran,4.0
31,Fanta,2.0
31,Su,3.0
32,Mercimek Çorbası,3.0
32,Ezogelin Çorbası,2.0
32,Şehriye Çorbası,3.0
32,Yayla Çorbası,4.0
32,Kuzu Etli Çorba,3.0
32,Tas Kebabı,3.0
32,Kuzu Şiş,4.0
32,Kabak Graten,2.0
32,Kabak Dolması,3.0
32,Köfte,3.0
32,Tavuk Biftek,3.0
32,Tavuk Sote,3.0
32,Karnıyarık,4.0
32,Kuru Fasulye,5.0
32,Patlıcan Musakka,2.0
32,Bezelye,3.0
32,Tavuk Kanat,3.0
32,Nohut,3.0
32,Türlü,2.0
32,Ispanak,1.0
32,Taze Fasulye,3.0
32,Bamya,2.0
32,Dana Rosto,4.0
32,Pirinç Pilavı,5.0
32,Patates Kızartması,3.0
32,Bulgur Pilavı,4.0
32,Cacık,5.0
32,Çoban Salata,4.0
32,Yoğurt,4.0
32,Pırasa,3.0
32,İrmik Helvası,3.0
32,Turşu,3.0
32,Sütlaç,5.0
32,Kadayıf,3.0
32,Kola,2.0
32,Ayran,4.0
32,Fanta,3.0
32,Su,5.0
33,Mercimek Çorbası,5.0
33,Ezogelin Çorbası,5.0
33,Şehriye Çorbası,3.0
33,Yayla Çorbası,4.0
33,Kuzu Etli Çorba,5.0
33,Tas Kebabı,5.0
33,Kuzu Şiş,5.0
33,Kabak Graten,3.0
33,Kabak Dolması,3.0
33,Köfte,4.0
33,Tavuk Biftek,4.0
33,Tavuk Sote,5.0
33,Karnıyarık,3.0
33,Kuru Fasulye,1.0
33,Patlıcan Musakka,3.0
33,Bezelye,1.0
33,Tavuk Kanat,5.0
33,Nohut,1.0
33,Türlü,2.0
33,Ispanak,1.0
33,Taze Fasulye,1.0
33,Bamya,3.0
33,Dana Rosto,3.0
33,Pirinç Pilavı,4.0
33,Patates Kızartması,5.0
33,Bulgur Pilavı,3.0
33,Cacık,2.0
33,Çoban Salata,4.0
33,Yoğurt,4.0
33,Pırasa,1.0
33,İrmik Helvası,5.0
33,Turşu,5.0
33,Sütlaç,5.0
33,Kadayıf,5.0
33,Kola,3.0
33,Ayran,5.0
33,Fanta,4.0
33,Su,5.0
34,Mercimek Çorbası,5.0
34,Ezogelin Çorbası,5.0
34,Şehriye Çorbası,5.0
34,Yayla Çorbası,5.0
34,Kuzu Etli Çorba,0
34,Tas Kebabı,5.0
34,Kuzu Şiş,0
34,Kabak Graten,0
34,Kabak Dolması,5.0
34,Köfte,5.0
34,Tavuk Biftek,5.0
34,Tavuk Sote,5.0
34,Karnıyarık,5.0
34,Kuru Fasulye,5.0
34,Patlıcan Musakka,5.0
34,Bezelye,5.0
34,Tavuk Kanat,5.0
34,Nohut,5.0
34,Türlü,3.0
34,Ispanak,4.0
34,Taze Fasulye,5.0
34,Bamya,1.0
34,Dana Rosto,5.0
34,Pirinç Pilavı,5.0
34,Patates Kızartması,5.0
34,Bulgur Pilavı,5.0
34,Cacık,5.0
34,Çoban Salata,5.0
34,Yoğurt,5.0
34,Pırasa,3.0
34,İrmik Helvası,5.0
34,Turşu,5.0
34,Sütlaç,5.0
34,Kadayıf,5.0
34,Kola,1.0
34,Ayran,5.0
34,Fanta,1.0
34,Su,5.0
35,Mercimek Çorbası,4.0
35,Ezogelin Çorbası,4.0
35,Şehriye Çorbası,2.0
35,Yayla Çorbası,1.0
35,Kuzu Etli Çorba,1.0
35,Tas Kebabı,4.0
35,Kuzu Şiş,4.0
35,Kabak Graten,1.0
35,Kabak Dolması,1.0
35,Köfte,4.0
35,Tavuk Biftek,4.0
35,Tavuk Sote,4.0
35,Karnıyarık,3.0
35,Kuru Fasulye,5.0
35,Patlıcan Musakka,2.0
35,Bezelye,1.0
35,Tavuk Kanat,4.0
35,Nohut,3.0
35,Türlü,4.0
35,Ispanak,1.0
35,Taze Fasulye,3.0
35,Bamya,1.0
35,Dana Rosto,3.0
35,Pirinç Pilavı,5.0
35,Patates Kızartması,4.0
35,Bulgur Pilavı,3.0
35,Cacık,4.0
35,Çoban Salata,4.0
35,Yoğurt,5.0
35,Pırasa,1.0
35,İrmik Helvası,4.0
35,Turşu,2.0
35,Sütlaç,1.0
35,Kadayıf,4.0
35,Kola,4.0
35,Ayran,5.0
35,Fanta,3.0
35,Su,5.0
36,Mercimek Çorbası,5.0
36,Ezogelin Çorbası,4.0
36,Şehriye Çorbası,4.0
36,Yayla Çorbası,3.0
36,Kuzu Etli Çorba,2.0
36,Tas Kebabı,4.0
36,Kuzu Şiş,5.0
36,Kabak Graten,1.0
36,Kabak Dolması,1.0
36,Köfte,5.0
36,Tavuk Biftek,4.0
36,Tavuk Sote,4.0
36,Karnıyarık,2.0
36,Kuru Fasulye,3.0
36,Patlıcan Musakka,2.0
36,Bezelye,4.0
36,Tavuk Kanat,4.0
36,Nohut,4.0
36,Türlü,1.0
36,Ispanak,4.0
36,Taze Fasulye,5.0
36,Bamya,1.0
36,Dana Rosto,4.0
36,Pirinç Pilavı,5.0
36,Patates Kızartması,5.0
36,Bulgur Pilavı,3.0
36,Cacık,5.0
36,Çoban Salata,5.0
36,Yoğurt,5.0
36,Pırasa,1.0
36,İrmik Helvası,5.0
36,Turşu,5.0
36,Sütlaç,5.0
36,Kadayıf,5.0
36,Kola,5.0
36,Ayran,5.0
36,Fanta,5.0
36,Su,5.0
37,Mercimek Çorbası,5.0
37,Ezogelin Çorbası,5.0
37,Şehriye Çorbası,4.0
37,Yayla Çorbası,4.0
37,Kuzu Etli Çorba,3.0
37,Tas Kebabı,5.0
37,Kuzu Şiş,3.0
37,Kabak Graten,4.0
37,Kabak Dolması,4.0
37,Köfte,5.0
37,Tavuk Biftek,3.0
37,Tavuk Sote,5.0
37,Karnıyarık,5.0
37,Kuru Fasulye,4.0
37,Patlıcan Musakka,3.0
37,Bezelye,5.0
37,Tavuk Kanat,5.0
37,Nohut,5.0
37,Türlü,3.0
37,Ispanak,5.0
37,Taze Fasulye,5.0
37,Bamya,4.0
37,Dana Rosto,5.0
37,Pirinç Pilavı,5.0
37,Patates Kızartması,5.0
37,Bulgur Pilavı,5.0
37,Cacık,4.0
37,Çoban Salata,4.0
37,Yoğurt,5.0
37,Pırasa,1.0
37,İrmik Helvası,4.0
37,Turşu,5.0
37,Sütlaç,5.0
37,Kadayıf,5.0
37,Kola,3.0
37,Ayran,4.0
37,Fanta,1.0
37,Su,5.0
38,Mercimek Çorbası,5.0
38,Ezogelin Çorbası,5.0
38,Şehriye Çorbası,3.0
38,Yayla Çorbası,4.0
38,Kuzu Etli Çorba,3.0
38,Tas Kebabı,5.0
38,Kuzu Şiş,5.0
38,Kabak Graten,3.0
38,Kabak Dolması,3.0
38,Köfte,4.0
38,Tavuk Biftek,5.0
38,Tavuk Sote,5.0
38,Karnıyarık,4.0
38,Kuru Fasulye,1.0
38,Patlıcan Musakka,4.0
38,Bezelye,3.0
38,Tavuk Kanat,3.0
38,Nohut,1.0
38,Türlü,2.0
38,Ispanak,3.0
38,Taze Fasulye,4.0
38,Bamya,4.0
38,Dana Rosto,3.0
38,Pirinç Pilavı,5.0
38,Patates Kızartması,5.0
38,Bulgur Pilavı,2.0
38,Cacık,3.0
38,Çoban Salata,3.0
38,Yoğurt,4.0
38,Pırasa,1.0
38,İrmik Helvası,3.0
38,Turşu,4.0
38,Sütlaç,5.0
38,Kadayıf,5.0
38,Kola,5.0
38,Ayran,4.0
38,Fanta,4.0
38,Su,2.0
39,Mercimek Çorbası,5.0
39,Ezogelin Çorbası,4.0
39,Şehriye Çorbası,2.0
39,Yayla Çorbası,3.0
39,Kuzu Etli Çorba,3.0
39,Tas Kebabı,4.0
39,Kuzu Şiş,5.0
39,Kabak Graten,2.0
39,Kabak Dolması,2.0
39,Köfte,4.0
39,Tavuk Biftek,3.0
39,Tavuk Sote,3.0
39,Karnıyarık,3.0
39,Kuru Fasulye,4.0
39,Patlıcan Musakka,2.0
39,Bezelye,2.0
39,Tavuk Kanat,3.0
39,Nohut,4.0
39,Türlü,4.0
39,Ispanak,4.0
39,Taze Fasulye,4.0
39,Bamya,2.0
39,Dana Rosto,4.0
39,Pirinç Pilavı,5.0
39,Patates Kızartması,5.0
39,Bulgur Pilavı,4.0
39,Cacık,5.0
39,Çoban Salata,5.0
39,Yoğurt,4.0
39,Pırasa,3.0
39,İrmik Helvası,5.0
39,Turşu,4.0
39,Sütlaç,5.0
39,Kadayıf,5.0
39,Kola,5.0
39,Ayran,5.0
39,Fanta,5.0
39,Su,5.0
40,Mercimek Çorbası,5.0
40,Ezogelin Çorbası,5.0
40,Şehriye Çorbası,5.0
40,Yayla Çorbası,5.0
40,Kuzu Etli Çorba,5.0
40,Tas Kebabı,4.0
40,Kuzu Şiş,5.0
40,Kabak Graten,0
40,Kabak Dolması,3.0
40,Köfte,5.0
40,Tavuk Biftek,5.0
40,Tavuk Sote,4.0
40,Karnıyarık,4.0
40,Kuru Fasulye,3.0
40,Patlıcan Musakka,2.0
40,Bezelye,2.0
40,Tavuk Kanat,4.0
40,Nohut,3.0
40,Türlü,2.0
40,Ispanak,3.0
40,Taze Fasulye,5.0
40,Bamya,0
40,Dana Rosto,5.0
40,Pirinç Pilavı,5.0
40,Patates Kızartması,5.0
40,Bulgur Pilavı,5.0
40,Cacık,5.0
40,Çoban Salata,3.0
40,Yoğurt,5.0
40,Pırasa,2.0
40,İrmik Helvası,4.0
40,Turşu,2.0
40,Sütlaç,4.0
40,Kadayıf,3.0
40,Kola,1.0
40,Ayran,5.0
40,Fanta,1.0
40,Su,5.0
41,Mercimek Çorbası,5.0
41,Ezogelin Çorbası,4.0
41,Şehriye Çorbası,2.0
41,Yayla Çorbası,5.0
41,Kuzu Etli Çorba,1.0
41,Tas Kebabı,3.0
41,Kuzu Şiş,2.0
41,Kabak Graten,0
41,Kabak Dolması,4.0
41,Köfte,5.0
41,Tavuk Biftek,4.0
41,Tavuk Sote,5.0
41,Karnıyarık,5.0
41,Kuru Fasulye,5.0
41,Patlıcan Musakka,1.0
41,Bezelye,5.0
41,Tavuk Kanat,5.0
41,Nohut,1.0
41,Türlü,2.0
41,Ispanak,2.0
41,Taze Fasulye,2.0
41,Bamya,1.0
41,Dana Rosto,3.0
41,Pirinç Pilavı,5.0
41,Patates Kızartması,5.0
41,Bulgur Pilavı,5.0
41,Cacık,5.0
41,Çoban Salata,5.0
41,Yoğurt,5.0
41,Pırasa,1.0
41,İrmik Helvası,5.0
41,Turşu,5.0
41,Sütlaç,5.0
41,Kadayıf,5.0
41,Kola,5.0
41,Ayran,5.0
41,Fanta,3.0
41,Su,5.0
42,Mercimek Çorbası,5.0
42,Ezogelin Çorbası,2.0
42,Şehriye Çorbası,3.0
42,Yayla Çorbası,2.0
42,Kuzu Etli Çorba,0
42,Tas Kebabı,3.0
42,Kuzu Şiş,5.0
42,Kabak Graten,3.0
42,Kabak Dolması,3.0
42,Köfte,4.0
42,Tavuk Biftek,4.0
42,Tavuk Sote,3.0
42,Karnıyarık,5.0
42,Kuru Fasulye,5.0
42,Patlıcan Musakka,3.0
42,Bezelye,3.0
42,Tavuk Kanat,4.0
42,Nohut,3.0
42,Türlü,2.0
42,Ispanak,2.0
42,Taze Fasulye,3.0
42,Bamya,4.0
42,Dana Rosto,4.0
42,Pirinç Pilavı,4.0
42,Patates Kızartması,3.0
42,Bulgur Pilavı,2.0
42,Cacık,4.0
42,Çoban Salata,4.0
42,Yoğurt,4.0
42,Pırasa,2.0
42,İrmik Helvası,3.0
42,Turşu,5.0
42,Sütlaç,4.0
42,Kadayıf,3.0
42,Kola,3.0
42,Ayran,5.0
42,Fanta,3.0
42,Su,3.0
43,Mercimek Çorbası,3.0
43,Ezogelin Çorbası,3.0
43,Şehriye Çorbası,3.0
43,Yayla Çorbası,3.0
43,Kuzu Etli Çorba,5.0
43,Tas Kebabı,4.0
43,Kuzu Şiş,5.0
43,Kabak Graten,0
43,Kabak Dolması,3.0
43,Köfte,5.0
43,Tavuk Biftek,5.0
43,Tavuk Sote,5.0
43,Karnıyarık,5.0
43,Kuru Fasulye,3.0
43,Patlıcan Musakka,3.0
43,Bezelye,1.0
43,Tavuk Kanat,5.0
43,Nohut,3.0
43,Türlü,3.0
43,Ispanak,5.0
43,Taze Fasulye,5.0
43,Bamya,5.0
43,Dana Rosto,5.0
43,Pirinç Pilavı,5.0
43,Patates Kızartması,1.0
43,Bulgur Pilavı,5.0
43,Cacık,4.0
43,Çoban Salata,2.0
43,Yoğurt,3.0
43,Pırasa,5.0
43,İrmik Helvası,5.0
43,Turşu,5.0
43,Sütlaç,5.0
43,Kadayıf,5.0
43,Kola,1.0
43,Ayran,3.0
43,Fanta,1.0
43,Su,3.0
44,Mercimek Çorbası,4.0
44,Ezogelin Çorbası,5.0
44,Şehriye Çorbası,1.0
44,Yayla Çorbası,1.0
44,Kuzu Etli Çorba,1.0
44,Tas Kebabı,5.0
44,Kuzu Şiş,5.0
44,Kabak Graten,1.0
44,Kabak Dolması,1.0
44,Köfte,5.0
44,Tavuk Biftek,5.0
44,Tavuk Sote,5.0
44,Karnıyarık,1.0
44,Kuru Fasulye,1.0
44,Patlıcan Musakka,1.0
44,Bezelye,0
44,Tavuk Kanat,5.0
44,Nohut,2.0
44,Türlü,2.0
44,Ispanak,1.0
44,Taze Fasulye,2.0
44,Bamya,1.0
44,Dana Rosto,5.0
44,Pirinç Pilavı,4.0
44,Patates Kızartması,5.0
44,Bulgur Pilavı,3.0
44,Cacık,3.0
44,Çoban Salata,1.0
44,Yoğurt,3.0
44,Pırasa,1.0
44,İrmik Helvası,1.0
44,Turşu,1.0
44,Sütlaç,2.0
44,Kadayıf,5.0
44,Kola,5.0
44,Ayran,4.0
44,Fanta,4.0
44,Su,2.0
45,Mercimek Çorbası,4.0
45,Ezogelin Çorbası,3.0
45,Şehriye Çorbası,4.0
45,Yayla Çorbası,4.0
45,Kuzu Etli Çorba,5.0
45,Tas Kebabı,5.0
45,Kuzu Şiş,5.0
45,Kabak Graten,3.0
45,Kabak Dolması,5.0
45,Köfte,5.0
45,Tavuk Biftek,4.0
45,Tavuk Sote,5.0
45,Karnıyarık,5.0
45,Kuru Fasulye,4.0
45,Patlıcan Musakka,3.0
45,Bezelye,5.0
45,Tavuk Kanat,4.0
45,Nohut,1.0
45,Türlü,3.0
45,Ispanak,5.0
45,Taze Fasulye,5.0
45,Bamya,4.0
45,Dana Rosto,5.0
45,Pirinç Pilavı,5.0
45,Patates Kızartması,5.0
45,Bulgur Pilavı,5.0
45,Cacık,5.0
45,Çoban Salata,5.0
45,Yoğurt,4.0
45,Pırasa,4.0
45,İrmik Helvası,4.0
45,Turşu,5.0
45,Sütlaç,4.0
45,Kadayıf,3.0
45,Kola,5.0
45,Ayran,5.0
45,Fanta,3.0
45,Su,5.0
46,Mercimek Çorbası,2.0
46,Ezogelin Çorbası,3.0
46,Şehriye Çorbası,3.0
46,Yayla Çorbası,5.0
46,Kuzu Etli Çorba,0
46,Tas Kebabı,3.0
46,Kuzu Şiş,1.0
46,Kabak Graten,0
46,Kabak Dolması,2.0
46,Köfte,5.0
46,Tavuk Biftek,3.0
46,Tavuk Sote,4.0
46,Karnıyarık,1.0
46,Kuru Fasulye,3.0
46,Patlıcan Musakka,3.0
46,Bezelye,1.0
46,Tavuk Kanat,5.0
46,Nohut,2.0
46,Türlü,3.0
46,Ispanak,3.0
46,Taze Fasulye,3.0
46,Bamya,2.0
46,Dana Rosto,1.0
46,Pirinç Pilavı,5.0
46,Patates Kızartması,5.0
46,Bulgur Pilavı,5.0
46,Cacık,5.0
46,Çoban Salata,5.0
46,Yoğurt,5.0
46,Pırasa,2.0
46,İrmik Helvası,1.0
46,Turşu,5.0
46,Sütlaç,5.0
46,Kadayıf,3.0
46,Kola,1.0
46,Ayran,5.0
46,Fanta,1.0
46,Su,5.0
47,Mercimek Çorbası,5.0
47,Ezogelin Çorbası,5.0
47,Şehriye Çorbası,4.0
47,Yayla Çorbası,4.0
47,Kuzu Etli Çorba,0
47,Tas Kebabı,4.0
47,Kuzu Şiş,4.0
47,Kabak Graten,0
47,Kabak Dolması,4.0
47,Köfte,5.0
47,Tavuk Biftek,5.0
47,Tavuk Sote,4.0
47,Karnıyarık,5.0
47,Kuru Fasulye,3.0
47,Patlıcan Musakka,3.0
47,Bezelye,3.0
47,Tavuk Kanat,4.0
47,Nohut,5.0
47,Türlü,4.0
47,Ispanak,4.0
47,Taze Fasulye,5.0
47,Bamya,3.0
47,Dana Rosto,4.0
47,Pirinç Pilavı,4.0
47,Patates Kızartması,5.0
47,Bulgur Pilavı,5.0
47,Cacık,5.0
47,Çoban Salata,5.0
47,Yoğurt,5.0
47,Pırasa,4.0
47,İrmik Helvası,5.0
47,Turşu,5.0
47,Sütlaç,5.0
47,Kadayıf,4.0
47,Kola,1.0
47,Ayran,4.0
47,Fanta,2.0
47,Su,5.0
48,Mercimek Çorbası,5.0
48,Ezogelin Çorbası,1.0
48,Şehriye Çorbası,4.0
48,Yayla Çorbası,2.0
48,Kuzu Etli Çorba,0
48,Tas Kebabı,3.0
48,Kuzu Şiş,1.0
48,Kabak Graten,4.0
48,Kabak Dolması,5.0
48,Köfte,5.0
48,Tavuk Biftek,3.0
48,Tavuk Sote,4.0
48,Karnıyarık,5.0
48,Kuru Fasulye,4.0
48,Patlıcan Musakka,4.0
48,Bezelye,5.0
48,Tavuk Kanat,4.0
48,Nohut,4.0
48,Türlü,5.0
48,Ispanak,1.0
48,Taze Fasulye,1.0
48,Bamya,1.0
48,Dana Rosto,5.0
48,Pirinç Pilavı,5.0
48,Patates Kızartması,5.0
48,Bulgur Pilavı,2.0
48,Cacık,5.0
48,Çoban Salata,5.0
48,Yoğurt,2.0
48,Pırasa,1.0
48,İrmik Helvası,4.0
48,Turşu,5.0
48,Sütlaç,1.0
48,Kadayıf,1.0
48,Kola,5.0
48,Ayran,4.0
48,Fanta,1.0
48,Su,2.0
49,Mercimek Çorbası,5.0
49,Ezogelin Çorbası,5.0
49,Şehriye Çorbası,5.0
49,Yayla Çorbası,5.0
49,Kuzu Etli Çorba,5.0
49,Tas Kebabı,5.0
49,Kuzu Şiş,5.0
49,Kabak Graten,0
49,Kabak Dolması,1.0
49,Köfte,5.0
49,Tavuk Biftek,3.0
49,Tavuk Sote,3.0
49,Karnıyarık,5.0
49,Kuru Fasulye,4.0
49,Patlıcan Musakka,4.0
49,Bezelye,2.0
49,Tavuk Kanat,4.0
49,Nohut,3.0
49,Türlü,5.0
49,Ispanak,3.0
49,Taze Fasulye,5.0
49,Bamya,3.0
49,Dana Rosto,4.0
49,Pirinç Pilavı,3.0
49,Patates Kızartması,4.0
49,Bulgur Pilavı,5.0
49,Cacık,5.0
49,Çoban Salata,5.0
49,Yoğurt,5.0
49,Pırasa,2.0
49,İrmik Helvası,4.0
49,Turşu,5.0
49,Sütlaç,5.0
49,Kadayıf,5.0
49,Kola,1.0
49,Ayran,5.0
49,Fanta,1.0
49,Su,5.0
50,Mercimek Çorbası,4.0
50,Ezogelin Çorbası,3.0
50,Şehriye Çorbası,4.0
50,Yayla Çorbası,4.0
50,Kuzu Etli Çorba,0
50,Tas Kebabı,4.0
50,Kuzu Şiş,5.0
50,Kabak Graten,0
50,Kabak Dolması,3.0
50,Köfte,4.0
50,Tavuk Biftek,4.0
50,Tavuk Sote,4.0
50,Karnıyarık,3.0
50,Kuru Fasulye,4.0
50,Patlıcan Musakka,2.0
50,Bezelye,3.0
50,Tavuk Kanat,4.0
50,Nohut,4.0
50,Türlü,3.0
50,Ispanak,4.0
50,Taze Fasulye,4.0
50,Bamya,3.0
50,Dana Rosto,0
50,Pirinç Pilavı,4.0
50,Patates Kızartması,5.0
50,Bulgur Pilavı,4.0
50,Cacık,5.0
50,Çoban Salata,5.0
50,Yoğurt,5.0
50,Pırasa,3.0
50,İrmik Helvası,3.0
50,Turşu,5.0
50,Sütlaç,5.0
50,Kadayıf,5.0
50,Kola,1.0
50,Ayran,3.0
50,Fanta,1.0
50,Su,5.0
51,Mercimek Çorbası,4.0
51,Ezogelin Çorbası,4.0
51,Şehriye Çorbası,3.0
51,Yayla Çorbası,4.0
51,Kuzu Etli Çorba,2.0
51,Tas Kebabı,3.0
51,Kuzu Şiş,2.0
51,Kabak Graten,0
51,Kabak Dolması,3.0
51,Köfte,5.0
51,Tavuk Biftek,3.0
51,Tavuk Sote,4.0
51,Karnıyarık,3.0
51,Kuru Fasulye,4.0
51,Patlıcan Musakka,4.0
51,Bezelye,3.0
51,Tavuk Kanat,2.0
51,Nohut,3.0
51,Türlü,1.0
51,Ispanak,3.0
51,Taze Fasulye,5.0
51,Bamya,2.0
51,Dana Rosto,5.0
51,Pirinç Pilavı,3.0
51,Patates Kızartması,4.0
51,Bulgur Pilavı,2.0
51,Cacık,3.0
51,Çoban Salata,3.0
51,Yoğurt,4.0
51,Pırasa,3.0
51,İrmik Helvası,1.0
51,Turşu,4.0
51,Sütlaç,2.0
51,Kadayıf,3.0
51,Kola,3.0
51,Ayran,4.0
51,Fanta,3.0
51,Su,5.0
52,Mercimek Çorbası,5.0
52,Ezogelin Çorbası,3.0
52,Şehriye Çorbası,4.0
52,Yayla Çorbası,4.0
52,Kuzu Etli Çorba,5.0
52,Tas Kebabı,5.0
52,Kuzu Şiş,5.0
52,Kabak Graten,2.0
52,Kabak Dolması,2.0
52,Köfte,5.0
52,Tavuk Biftek,5.0
52,Tavuk Sote,5.0
52,Karnıyarık,3.0
52,Kuru Fasulye,5.0
52,Patlıcan Musakka,2.0
52,Bezelye,1.0
52,Tavuk Kanat,5.0
52,Nohut,4.0
52,Türlü,2.0
52,Ispanak,2.0
52,Taze Fasulye,4.0
52,Bamya,3.0
52,Dana Rosto,5.0
52,Pirinç Pilavı,5.0
52,Patates Kızartması,5.0
52,Bulgur Pilavı,4.0
52,Cacık,3.0
52,Çoban Salata,5.0
52,Yoğurt,5.0
52,Pırasa,3.0
52,İrmik Helvası,5.0
52,Turşu,3.0
52,Sütlaç,5.0
52,Kadayıf,5.0
52,Kola,1.0
52,Ayran,5.0
52,Fanta,2.0
